num_queries = 64
blowup_factor = 64
grinding_factor = 0
Trace built in 70.850µs
row |   nonce | current |   stack |    nei0 |    nei1 |    nei2 |    nei3 |    nei4 |    nei5 |   valid |     ret |    call |
 22 |     123 |      59 |      79 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 23 |     123 |      57 |      79 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 24 |     123 |      58 |      79 |      75 |      76 |      77 |      78 |      79 |      66 |       1 |       0 |       0 |
 25 |     123 |      79 |      42 |      77 |      67 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 26 |     123 |      67 |      77 |      59 |      57 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |
 27 |     123 |      57 |      77 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 28 |     123 |      59 |      77 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 29 |     123 |      80 |      77 |      57 |      59 |      58 |       0 |       0 |       0 |       1 |       0 |       0 |
 30 |     123 |      58 |      77 |      75 |      76 |      77 |      78 |      79 |      66 |       1 |       0 |       0 |
 31 |     123 |      77 |      42 |      61 |      84 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 32 |     123 |      84 |      61 |      81 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |
 33 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 34 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 35 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 36 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 37 |     123 |      63 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 38 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 39 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 40 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 41 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 42 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 43 |     123 |      63 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 44 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 45 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 46 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 47 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 48 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 49 |     123 |      63 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 50 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 51 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 52 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 53 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 54 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 55 |     123 |      63 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 56 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 57 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 58 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 59 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 60 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 61 |     123 |      63 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 62 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 63 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 64 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 65 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 66 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 67 |     123 |      63 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 68 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 69 |     123 |      62 |      61 |      63 |      64 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 70 |     123 |      64 |      61 |      81 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 71 |     123 |      81 |      61 |      60 |      62 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 72 |     123 |      60 |      61 |      61 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 73 |     123 |      61 |      42 |      76 |      67 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 74 |     123 |      67 |      76 |      59 |      57 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |
 75 |     123 |      57 |      76 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 76 |     123 |      59 |      76 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 77 |     123 |      80 |      76 |      57 |      59 |      58 |       0 |       0 |       0 |       1 |       0 |       0 |
 78 |     123 |      58 |      76 |      75 |      76 |      77 |      78 |      79 |      66 |       1 |       0 |       0 |
 79 |     123 |      76 |      42 |      78 |      67 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 80 |     123 |      67 |      78 |      59 |      57 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |
 81 |     123 |      57 |      78 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 82 |     123 |      59 |      78 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 83 |     123 |      80 |      78 |      57 |      59 |      58 |       0 |       0 |       0 |       1 |       0 |       0 |
 84 |     123 |      59 |      78 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 85 |     123 |      57 |      78 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 86 |     123 |      58 |      78 |      75 |      76 |      77 |      78 |      79 |      66 |       1 |       0 |       0 |
 87 |     123 |      78 |      42 |      34 |      36 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 88 |     123 |      34 |      36 |      35 |      36 |      37 |       0 |       0 |       0 |       1 |       0 |       1 |
 89 |     123 |      36 |      42 |      34 |      35 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 90 |     123 |      34 |      35 |      35 |      36 |      37 |       0 |       0 |       0 |       1 |       0 |       1 |
 91 |     123 |      35 |      42 |      34 |      37 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 92 |     123 |      34 |      37 |      35 |      36 |      37 |       0 |       0 |       0 |       1 |       0 |       1 |
 93 |     123 |      37 |      42 |      75 |      67 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
 94 |     123 |      67 |      75 |      59 |      57 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |
 95 |     123 |      57 |      75 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 96 |     123 |      59 |      75 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 97 |     123 |      80 |      75 |      57 |      59 |      58 |       0 |       0 |       0 |       1 |       0 |       0 |
 98 |     123 |      59 |      75 |      57 |      80 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
 99 |     123 |      57 |      75 |      58 |      59 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
100 |     123 |      58 |      75 |      75 |      76 |      77 |      78 |      79 |      66 |       1 |       0 |       0 |
101 |     123 |      75 |      42 |      85 |      86 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
102 |     123 |      86 |      42 |      85 |      87 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
103 |     123 |      87 |      42 |      65 |      68 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
104 |     123 |      68 |      42 |      69 |      70 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
105 |     123 |      69 |      42 |      39 |      42 |       0 |       0 |       0 |       0 |       1 |       0 |       0 |
106 |     123 |      42 |      88 |      88 |       0 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
107 |     123 |      88 |      95 |      43 |      44 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
108 |     123 |      43 |      44 |      44 |       0 |       0 |       0 |       0 |       0 |       1 |       0 |       1 |
109 |     123 |      44 |      95 |      95 |       0 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
110 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       1 |       1 |       0 |
111 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
112 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
113 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
114 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
115 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
116 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
117 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
118 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
119 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
120 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
121 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
122 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
123 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
124 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
125 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
126 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
127 |     123 |      95 |     102 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |       0 |
Proving time: 32.243ms
Proof size: 45.60 KiB (46699 bytes)
Valid Proof
 Verification succeeded in 1.571ms
Done. Trace build: 70.850µs | Prove: 32.243ms | Verify: 1.571ms | Proof: 45.60 KiB (46699 bytes)
